     6.000   2212.858 # matmult_lib
    24.000   3612.391 # matmult_lib
    96.000   5720.046 # matmult_lib
   384.000   8135.118 # matmult_lib
  1536.000   7951.287 # matmult_lib
  6144.000   8618.064 # matmult_lib
 24576.000   9272.902 # matmult_lib
 98304.000   9483.948 # matmult_lib
