     6.000   1681.445 # matmult_blk 1024
    24.000   2836.811 # matmult_blk 1024
    96.000   3498.565 # matmult_blk 1024
   384.000   3697.337 # matmult_blk 1024
  1536.000   3996.002 # matmult_blk 1024
  6144.000   4229.528 # matmult_blk 1024
 24576.000   4397.418 # matmult_blk 1024
 98304.000   4299.605 # matmult_blk 1024
